year,state,gdp_def_percent_change_year_ago
1978,NEW HAMPSHIRE,6.4799634387756155
1979,NEW HAMPSHIRE,6.746795890638846
1980,NEW HAMPSHIRE,8.064220276127632
1981,NEW HAMPSHIRE,8.666262322466768
1982,NEW HAMPSHIRE,6.694982035428376
1983,NEW HAMPSHIRE,4.08509599292175
1984,NEW HAMPSHIRE,4.334703331479273
1985,NEW HAMPSHIRE,2.8666590662982605
1986,NEW HAMPSHIRE,3.872509441972727
1987,NEW HAMPSHIRE,2.564272590929484
1988,NEW HAMPSHIRE,2.8907420463943234
1989,NEW HAMPSHIRE,3.8142199964182666
1990,NEW HAMPSHIRE,3.695328741409165
1991,NEW HAMPSHIRE,3.6077695916769903
1992,NEW HAMPSHIRE,2.324090813065438
1993,NEW HAMPSHIRE,2.667898191694751
1994,NEW HAMPSHIRE,2.1428925145583477
1995,NEW HAMPSHIRE,1.5555269462997678
1996,NEW HAMPSHIRE,0.7126860240174615
1997,NEW HAMPSHIRE,0.8613855083534627
1978,PENNSYLVANIA,7.119888338544755
1979,PENNSYLVANIA,7.4289902922106466
1980,PENNSYLVANIA,8.094515496342435
1981,PENNSYLVANIA,8.489541836953363
1982,PENNSYLVANIA,6.604062531468302
1983,PENNSYLVANIA,4.149308323551071
1984,PENNSYLVANIA,4.3741359407758695
1985,PENNSYLVANIA,3.1468219017803944
1986,PENNSYLVANIA,4.006883221682056
1987,PENNSYLVANIA,2.6595564808327143
1988,PENNSYLVANIA,3.668018290903796
1989,PENNSYLVANIA,3.9906009771850437
1990,PENNSYLVANIA,3.606635655050816
1991,PENNSYLVANIA,3.7583150809781474
1992,PENNSYLVANIA,2.6871568417173197
1993,PENNSYLVANIA,2.789154435914809
1994,PENNSYLVANIA,2.397508345404775
1995,PENNSYLVANIA,2.162488294705911
1996,PENNSYLVANIA,1.1689951511166807
1997,PENNSYLVANIA,1.6370118587436755
1978,MISSOURI,7.050663528042023
1979,MISSOURI,6.95555653436597
1980,MISSOURI,7.7817495864848985
1981,MISSOURI,8.80532427984415
1982,MISSOURI,6.411977156247861
1983,MISSOURI,4.6011932353522855
1984,MISSOURI,4.747066902251973
1985,MISSOURI,2.9904468911902127
1986,MISSOURI,4.095251638316144
1987,MISSOURI,2.6452734988314353
1988,MISSOURI,3.1591780391878377
1989,MISSOURI,3.7469828157514096
1990,MISSOURI,3.29608901968792
1991,MISSOURI,3.805634116356882
1992,MISSOURI,2.564087189029096
1993,MISSOURI,2.7992732837008205
1994,MISSOURI,2.532216367857254
1995,MISSOURI,2.0759962358137596
1996,MISSOURI,1.6984990312686632
1997,MISSOURI,1.356362743563877
1978,KANSAS,8.282920491245171
1979,KANSAS,8.473737095272549
1980,KANSAS,8.934918287709603
1981,KANSAS,9.821030895807748
1982,KANSAS,5.647255140565233
1983,KANSAS,4.615747608338716
1984,KANSAS,4.354504401638981
1985,KANSAS,1.8865377979386144
1986,KANSAS,2.4264421210868026
1987,KANSAS,2.197782308670626
1988,KANSAS,3.0550171010794935
1989,KANSAS,3.7502885404793407
1990,KANSAS,3.8409848215349873
1991,KANSAS,3.0368813655837767
1992,KANSAS,2.4243031954962024
1993,KANSAS,2.864465737876465
1994,KANSAS,2.206396240567421
1995,KANSAS,1.9035459574535452
1996,KANSAS,2.3496127824455204
1997,KANSAS,1.0702983936187183
1978,MISSISSIPPI,8.129614170725352
1979,MISSISSIPPI,8.53677533071384
1980,MISSISSIPPI,8.729901198686552
1981,MISSISSIPPI,8.76616402086372
1982,MISSISSIPPI,5.80699636009494
1983,MISSISSIPPI,3.303941480185313
1984,MISSISSIPPI,3.6039459606472146
1985,MISSISSIPPI,2.0150383445284525
1986,MISSISSIPPI,2.6058915445537734
1987,MISSISSIPPI,1.521459555829896
1988,MISSISSIPPI,3.5234963773351557
1989,MISSISSIPPI,3.734748073897798
1990,MISSISSIPPI,3.735538479450251
1991,MISSISSIPPI,3.1584946440449624
1992,MISSISSIPPI,2.1873366668848426
1993,MISSISSIPPI,3.0361191369006724
1994,MISSISSIPPI,2.0948521556756416
1995,MISSISSIPPI,1.5122546430509587
1996,MISSISSIPPI,1.4483961545333601
1997,MISSISSIPPI,1.3391901510787507
1978,HAWAII,7.122835718618825
1979,HAWAII,7.512715097179146
1980,HAWAII,8.894498965100016
1981,HAWAII,9.847203094696555
1982,HAWAII,6.666052028017377
1983,HAWAII,5.475799723635499
1984,HAWAII,6.840858333389632
1985,HAWAII,4.714876203247131
1986,HAWAII,4.727480686302932
1987,HAWAII,3.5475829665729375
1988,HAWAII,3.34986278497027
1989,HAWAII,3.646205878124942
1990,HAWAII,3.410200702540145
1991,HAWAII,4.0613733995250145
1992,HAWAII,2.382029615049741
1993,HAWAII,3.395591750991356
1994,HAWAII,2.0338142613057775
1995,HAWAII,2.2859949215083386
1996,HAWAII,2.0400634904827353
1997,HAWAII,2.643437570492546
1978,IDAHO,8.639769066370896
1979,IDAHO,7.715338772710911
1980,IDAHO,6.146521064920529
1981,IDAHO,7.166205566199091
1982,IDAHO,4.343837269799655
1983,IDAHO,5.5576677130229735
1984,IDAHO,4.493351751784713
1985,IDAHO,1.346516870544412
1986,IDAHO,3.367586995548999
1987,IDAHO,3.3523988057021725
1988,IDAHO,3.630068145700771
1989,IDAHO,3.971388582070934
1990,IDAHO,2.739795796994837
1991,IDAHO,2.5147008169058127
1992,IDAHO,2.3379416772274286
1993,IDAHO,2.994303992111469
1994,IDAHO,2.072493505594508
1995,IDAHO,0.6859157836806906
1996,IDAHO,0.795353030297985
1997,IDAHO,0.04392244748328
1978,VERMONT,7.070501121288153
1979,VERMONT,6.816829942666058
1980,VERMONT,7.462807731776677
1981,VERMONT,8.463777974137932
1982,VERMONT,6.319574085790491
1983,VERMONT,4.7243468141269895
1984,VERMONT,4.71491701820268
1985,VERMONT,3.0716403498054934
1986,VERMONT,4.008579835202286
1987,VERMONT,3.096123118250871
1988,VERMONT,3.1050365669841318
1989,VERMONT,3.6696654415771413
1990,VERMONT,3.2251247592705923
1991,VERMONT,3.307426306905681
1992,VERMONT,2.060558484161823
1993,VERMONT,2.441322040087046
1994,VERMONT,1.950354055529413
1995,VERMONT,1.2421414662259211
1996,VERMONT,1.1507027606153075
1997,VERMONT,1.1347836754723284
1978,INDIANA,7.155721223677602
1979,INDIANA,7.166346119345879
1980,INDIANA,7.389736887357179
1981,INDIANA,8.619127197709275
1982,INDIANA,6.225718523035706
1983,INDIANA,4.2340314836438075
1984,INDIANA,4.260448589379351
1985,INDIANA,2.037091778351785
1986,INDIANA,3.747719023471574
1987,INDIANA,2.148331911383883
1988,INDIANA,3.407475179880559
1989,INDIANA,3.9830630487421192
1990,INDIANA,3.0153455513460825
1991,INDIANA,3.3930169215249384
1992,INDIANA,2.233287269038109
1993,INDIANA,2.7605616662274235
1994,INDIANA,2.3064106406216034
1995,INDIANA,1.7737176384866826
1996,INDIANA,1.1809416172557707
1997,INDIANA,1.054814616473232
1978,ALABAMA,7.402565811401107
1979,ALABAMA,7.4932671648191285
1980,ALABAMA,7.882735676346719
1981,ALABAMA,9.372111307320896
1982,ALABAMA,6.426162498355481
1983,ALABAMA,4.185139058530218
1984,ALABAMA,4.54848519904083
1985,ALABAMA,2.784003429199733
1986,ALABAMA,3.2336928205202398
1987,ALABAMA,2.584083738377152
1988,ALABAMA,3.583284833455669
1989,ALABAMA,3.7415887083921406
1990,ALABAMA,3.0032840597222554
1991,ALABAMA,3.2941688489797283
1992,ALABAMA,2.459957015527614
1993,ALABAMA,2.5191591199600794
1994,ALABAMA,2.460433595316047
1995,ALABAMA,2.8549240659191177
1996,ALABAMA,1.0563890077128102
1997,ALABAMA,1.2316030910900944
1978,MARYLAND,6.583893720277945
1979,MARYLAND,7.109234648033169
1980,MARYLAND,8.484630723407882
1981,MARYLAND,9.63040492098568
1982,MARYLAND,7.04861550191036
1983,MARYLAND,5.305398642527215
1984,MARYLAND,5.288847469132385
1985,MARYLAND,3.992457463052923
1986,MARYLAND,4.058560174240933
1987,MARYLAND,3.6105676431704703
1988,MARYLAND,3.6699836970230493
1989,MARYLAND,3.851721867833624
1990,MARYLAND,3.8200186982868534
1991,MARYLAND,4.213309171621238
1992,MARYLAND,2.723974054184053
1993,MARYLAND,3.2745726038589273
1994,MARYLAND,2.411571952604641
1995,MARYLAND,2.6308938031085027
1996,MARYLAND,1.8371022836009665
1997,MARYLAND,1.9763747982217916
1978,KENTUCKY,7.317931457686688
1979,KENTUCKY,6.9588187864673134
1980,KENTUCKY,7.011687672222022
1981,KENTUCKY,8.024855601496771
1982,KENTUCKY,6.500602915750919
1983,KENTUCKY,4.378748020566925
1984,KENTUCKY,4.0459448759609495
1985,KENTUCKY,2.09430202100529
1986,KENTUCKY,3.9736234070400167
1987,KENTUCKY,2.062248735129435
1988,KENTUCKY,3.0002211434511983
1989,KENTUCKY,3.650014671298618
1990,KENTUCKY,3.105686634927629
1991,KENTUCKY,3.84349111275899
1992,KENTUCKY,2.4768513514444868
1993,KENTUCKY,2.177048917421831
1994,KENTUCKY,1.1904544562034935
1995,KENTUCKY,1.315257339548448
1996,KENTUCKY,1.3286856134854474
1997,KENTUCKY,1.2053804307325278
1978,OREGON,8.613570542151638
1979,OREGON,7.415849864882307
1980,OREGON,6.493415128589719
1981,OREGON,8.166499108409475
1982,OREGON,5.6093574964596105
1983,OREGON,5.57836642687306
1984,OREGON,4.5614640154332475
1985,OREGON,2.842150500673424
1986,OREGON,3.747355196492874
1987,OREGON,3.40607493577485
1988,OREGON,3.6773354009829173
1989,OREGON,4.100988027789509
1990,OREGON,3.229417573311233
1991,OREGON,3.3501946694521667
1992,OREGON,2.6784227424070606
1993,OREGON,3.409059317790808
1994,OREGON,2.4433307715512775
1995,OREGON,1.575194012997283
1996,OREGON,0.2519785091147586
1997,OREGON,0.1956993303781962
1978,NEVADA,7.85754883820986
1979,NEVADA,8.435465178798163
1980,NEVADA,9.886483600398122
1981,NEVADA,8.940232978508789
1982,NEVADA,6.364289183110672
1983,NEVADA,5.064542540301731
1984,NEVADA,4.81922318963901
1985,NEVADA,4.23686525623872
1986,NEVADA,4.073959211843037
1987,NEVADA,4.404195738912531
1988,NEVADA,4.649331582125016
1989,NEVADA,3.529502856598943
1990,NEVADA,2.910575068657506
1991,NEVADA,3.52080491496527
1992,NEVADA,2.2344798808142885
1993,NEVADA,2.4014286978317534
1994,NEVADA,2.834856632675087
1995,NEVADA,3.017740132116975
1996,NEVADA,1.2876286814989868
1997,NEVADA,2.400098495734926
1978,WASHINGTON,7.76325563838649
1979,WASHINGTON,7.55504137659897
1980,WASHINGTON,7.369699535021046
1981,WASHINGTON,8.498493790231688
1982,WASHINGTON,6.77737309406512
1983,WASHINGTON,6.240828924849318
1984,WASHINGTON,5.318716584523897
1985,WASHINGTON,3.292988452020551
1986,WASHINGTON,3.937104822431303
1987,WASHINGTON,2.8650370887829624
1988,WASHINGTON,3.408702304349487
1989,WASHINGTON,3.8074081717869523
1990,WASHINGTON,3.7807941760862107
1991,WASHINGTON,3.8441426001838197
1992,WASHINGTON,3.1170497792402108
1993,WASHINGTON,3.3279028824771517
1994,WASHINGTON,2.257990644088781
1995,WASHINGTON,2.3696464596789646
1996,WASHINGTON,1.6967192137280263
1997,WASHINGTON,1.57439843208651
1978,MAINE,7.308983534454727
1979,MAINE,7.6212522735496835
1980,MAINE,7.941187555973972
1981,MAINE,8.915049428764132
1982,MAINE,6.398447258832163
1983,MAINE,4.685174966556183
1984,MAINE,5.098896436815847
1985,MAINE,3.278203335667196
1986,MAINE,3.6925853603123837
1987,MAINE,3.5578435434970856
1988,MAINE,3.683706436883849
1989,MAINE,4.02843123254828
1990,MAINE,3.470372831548163
1991,MAINE,3.5569118739522176
1992,MAINE,2.764579218308838
1993,MAINE,2.973484265474524
1994,MAINE,2.6165998694064774
1995,MAINE,3.4438072172431777
1996,MAINE,0.9080940742531629
1997,MAINE,1.2684620879890973
1978,MASSACHUSETTS,6.25092216985812
1979,MASSACHUSETTS,6.621243610774186
1980,MASSACHUSETTS,8.62163777033813
1981,MASSACHUSETTS,9.034645130609476
1982,MASSACHUSETTS,7.158874084845057
1983,MASSACHUSETTS,4.928949337409727
1984,MASSACHUSETTS,4.627066332340468
1985,MASSACHUSETTS,3.4095995008653235
1986,MASSACHUSETTS,3.965682327282649
1987,MASSACHUSETTS,2.6454891466944908
1988,MASSACHUSETTS,3.043888028644104
1989,MASSACHUSETTS,3.8079590190500667
1990,MASSACHUSETTS,3.949335370582241
1991,MASSACHUSETTS,3.90676911244372
1992,MASSACHUSETTS,2.8127411990895412
1993,MASSACHUSETTS,2.909535578073519
1994,MASSACHUSETTS,2.2910244024858306
1995,MASSACHUSETTS,2.243913881118198
1996,MASSACHUSETTS,1.6813769791008681
1997,MASSACHUSETTS,1.7415806352831131
1978,FLORIDA,7.1264014001777065
1979,FLORIDA,7.041169864742591
1980,FLORIDA,8.174008642224862
1981,FLORIDA,9.266977437352164
1982,FLORIDA,6.422995683096899
1983,FLORIDA,5.67652065551798
1984,FLORIDA,5.189712110981692
1985,FLORIDA,3.9301588966007106
1986,FLORIDA,4.130645593872484
1987,FLORIDA,3.5237976139327776
1988,FLORIDA,3.36188064167251
1989,FLORIDA,3.6942198324118047
1990,FLORIDA,3.7087614261134494
1991,FLORIDA,3.753966397368691
1992,FLORIDA,2.520291027200905
1993,FLORIDA,3.037563230575624
1994,FLORIDA,2.4582332498404247
1995,FLORIDA,2.2395346590769805
1996,FLORIDA,1.6772341975761718
1997,FLORIDA,1.6011593030701432
1978,OHIO,6.9973262794020386
1979,OHIO,7.244470621309773
1980,OHIO,8.084700620202657
1981,OHIO,8.394626694287787
1982,OHIO,6.753184393764755
1983,OHIO,3.4392567999665946
1984,OHIO,4.018640434944376
1985,OHIO,2.5963225187128236
1986,OHIO,3.930109182774344
1987,OHIO,2.0375276944242016
1988,OHIO,3.114835681063366
1989,OHIO,3.883622885040827
1990,OHIO,3.317362826346182
1991,OHIO,3.622640217435502
1992,OHIO,2.356243518208645
1993,OHIO,2.688615518077242
1994,OHIO,2.4409721356298375
1995,OHIO,1.9202995847948268
1996,OHIO,1.1294916187172266
1997,OHIO,1.307758643687773
1978,DISTRICT OF COLUMBIA,6.342811114015401
1979,DISTRICT OF COLUMBIA,7.273171313351878
1980,DISTRICT OF COLUMBIA,8.86567982912747
1981,DISTRICT OF COLUMBIA,11.404513286512818
1982,DISTRICT OF COLUMBIA,8.797410270567042
1983,DISTRICT OF COLUMBIA,5.996438038596752
1984,DISTRICT OF COLUMBIA,5.978878387685738
1985,DISTRICT OF COLUMBIA,5.728660855654311
1986,DISTRICT OF COLUMBIA,4.756311140931779
1987,DISTRICT OF COLUMBIA,3.870315377200839
1988,DISTRICT OF COLUMBIA,5.053627937786809
1989,DISTRICT OF COLUMBIA,4.373644889047901
1990,DISTRICT OF COLUMBIA,3.79460184881395
1991,DISTRICT OF COLUMBIA,6.329028543125115
1992,DISTRICT OF COLUMBIA,3.5039945153369167
1993,DISTRICT OF COLUMBIA,3.565643842546251
1994,DISTRICT OF COLUMBIA,2.903626215381161
1995,DISTRICT OF COLUMBIA,3.776254087985653
1996,DISTRICT OF COLUMBIA,2.9022989036950664
1997,DISTRICT OF COLUMBIA,2.946705448644882
1978,SOUTH CAROLINA,6.694681545947678
1979,SOUTH CAROLINA,6.455748565118613
1980,SOUTH CAROLINA,7.725272395606941
1981,SOUTH CAROLINA,8.719128183177949
1982,SOUTH CAROLINA,6.0358979022374415
1983,SOUTH CAROLINA,4.122365871508782
1984,SOUTH CAROLINA,4.84636629187063
1985,SOUTH CAROLINA,3.050138774138045
1986,SOUTH CAROLINA,3.632865286299891
1987,SOUTH CAROLINA,2.806966290380708
1988,SOUTH CAROLINA,3.469092817665631
1989,SOUTH CAROLINA,3.608488415239308
1990,SOUTH CAROLINA,2.8834848145803837
1991,SOUTH CAROLINA,3.4494880261349614
1992,SOUTH CAROLINA,2.300116088300097
1993,SOUTH CAROLINA,2.3540558773309517
1994,SOUTH CAROLINA,2.0345820146423943
1995,SOUTH CAROLINA,2.510832318806777
1996,SOUTH CAROLINA,0.9913039918050703
1997,SOUTH CAROLINA,1.0593379082979526
1978,NEW YORK,6.4441553198444135
1979,NEW YORK,6.548604489539023
1980,NEW YORK,8.27508777459518
1981,NEW YORK,9.064409411889507
1982,NEW YORK,7.003251475107142
1983,NEW YORK,5.932101293362013
1984,NEW YORK,4.856417890391729
1985,NEW YORK,4.511323843296622
1986,NEW YORK,4.396092480396452
1987,NEW YORK,2.850091645354369
1988,NEW YORK,3.1895779058938034
1989,NEW YORK,3.8415533697904625
1990,NEW YORK,3.9262623336590474
1991,NEW YORK,4.064325380693656
1992,NEW YORK,3.0785143894354494
1993,NEW YORK,2.92968577736179
1994,NEW YORK,1.890570335170838
1995,NEW YORK,2.768137900860834
1996,NEW YORK,2.2108151857244795
1997,NEW YORK,2.250007820645661
1978,NEW JERSEY,6.339001010876988
1979,NEW JERSEY,6.925009179326902
1980,NEW JERSEY,8.997375408843645
1981,NEW JERSEY,8.930241841324293
1982,NEW JERSEY,6.849947487599062
1983,NEW JERSEY,4.234895184925325
1984,NEW JERSEY,4.877349221311977
1985,NEW JERSEY,3.8075942830596565
1986,NEW JERSEY,3.9555923991383413
1987,NEW JERSEY,2.870584892750383
1988,NEW JERSEY,3.8409018120293625
1989,NEW JERSEY,3.8652238019698304
1990,NEW JERSEY,3.7650200934020495
1991,NEW JERSEY,3.788684001575482
1992,NEW JERSEY,2.2737569377185185
1993,NEW JERSEY,3.0276092867842497
1994,NEW JERSEY,2.45030582929997
1995,NEW JERSEY,2.2715942374940568
1996,NEW JERSEY,1.1784852816997926
1997,NEW JERSEY,1.9472226106442614
1978,SOUTH DAKOTA,9.234584918877275
1979,SOUTH DAKOTA,7.579580696817367
1980,SOUTH DAKOTA,5.382869191456852
1981,SOUTH DAKOTA,6.927934651528722
1982,SOUTH DAKOTA,3.6094048453598093
1983,SOUTH DAKOTA,6.0091334400697916
1984,SOUTH DAKOTA,5.013031927213563
1985,SOUTH DAKOTA,0.4895943747645459
1986,SOUTH DAKOTA,3.6395484349092344
1987,SOUTH DAKOTA,3.82564800407863
1988,SOUTH DAKOTA,3.884746970935815
1989,SOUTH DAKOTA,3.8033094601948925
1990,SOUTH DAKOTA,2.893644849437882
1991,SOUTH DAKOTA,2.5750977152356747
1992,SOUTH DAKOTA,2.584986258884614
1993,SOUTH DAKOTA,2.3479274913730697
1994,SOUTH DAKOTA,2.0769638235338617
1995,SOUTH DAKOTA,2.0453330590260554
1996,SOUTH DAKOTA,2.6293190291637236
1997,SOUTH DAKOTA,-0.04583211028545975
1978,TEXAS,8.366435323392828
1979,TEXAS,11.393701182630235
1980,TEXAS,14.30727346401528
1981,TEXAS,13.59017084793319
1982,TEXAS,5.673046899796752
1983,TEXAS,1.9996706086824467
1984,TEXAS,2.9718775269554243
1985,TEXAS,1.8796391067848806
1986,TEXAS,-1.5496700728045765
1987,TEXAS,2.0736147113906034
1988,TEXAS,2.724174323346973
1989,TEXAS,4.242072988808343
1990,TEXAS,4.908714316055174
1991,TEXAS,2.209301026073174
1992,TEXAS,1.8005434817348398
1993,TEXAS,2.8750931782923983
1994,TEXAS,1.581180600444143
1995,TEXAS,1.5408378422131053
1996,TEXAS,2.548274338517942
1997,TEXAS,1.9210806645361567
1978,MICHIGAN,6.94088865842466
1979,MICHIGAN,7.03999545370797
1980,MICHIGAN,8.555643996555705
1981,MICHIGAN,10.172205871906659
1982,MICHIGAN,7.1159655597737625
1983,MICHIGAN,3.82054318825793
1984,MICHIGAN,4.014365274166187
1985,MICHIGAN,2.6167232665683438
1986,MICHIGAN,4.546819787838285
1987,MICHIGAN,2.3650297710511747
1988,MICHIGAN,2.4675412704926902
1989,MICHIGAN,3.8897383193786883
1990,MICHIGAN,3.3693764587992225
1991,MICHIGAN,4.1860290200411265
1992,MICHIGAN,2.8461816419629526
1993,MICHIGAN,3.6923452012392666
1994,MICHIGAN,2.104083166164328
1995,MICHIGAN,1.7988312367182013
1996,MICHIGAN,1.706327788386397
1997,MICHIGAN,1.199764575056883
1978,ARKANSAS,8.054511327227964
1979,ARKANSAS,7.660790366168091
1980,ARKANSAS,7.733458261427861
1981,ARKANSAS,8.995825782726751
1982,ARKANSAS,5.603037376913367
1983,ARKANSAS,4.161761647182072
1984,ARKANSAS,4.3635850114860375
1985,ARKANSAS,2.009543359630661
1986,ARKANSAS,2.9997781390070255
1987,ARKANSAS,2.5120305295970313
1988,ARKANSAS,3.212602171109924
1989,ARKANSAS,4.008588580208716
1990,ARKANSAS,3.046572383838031
1991,ARKANSAS,2.849949590568057
1992,ARKANSAS,2.216695208876507
1993,ARKANSAS,2.5467799731679674
1994,ARKANSAS,2.2810981019268706
1995,ARKANSAS,2.0391400460236575
1996,ARKANSAS,1.5936372713319935
1997,ARKANSAS,0.6380182281066071
1978,ILLINOIS,6.789178286694053
1979,ILLINOIS,6.98163712147688
1980,ILLINOIS,8.040589346620486
1981,ILLINOIS,8.47099141451051
1982,ILLINOIS,6.631540605124142
1983,ILLINOIS,4.262759157491258
1984,ILLINOIS,4.678430294609037
1985,ILLINOIS,3.166617095550106
1986,ILLINOIS,3.7336489847139998
1987,ILLINOIS,2.4341656616311047
