year,state,def_4,def_3,def_2,def_1
1984,ALABAMA,4.54848519904083,4.185139058530218,6.426162498355481,9.372111307320896
1984,ALASKA,1.250441759617349,-1.0181967565001893,4.758324663705249,23.893438424084025
1984,ARIZONA,4.731523914581293,5.1128004737574395,6.966784095120726,8.376157772242587
1984,ARKANSAS,4.3635850114860375,4.161761647182072,5.603037376913367,8.995825782726751
1984,CALIFORNIA,4.7375487564110585,4.477915927171328,6.742429812837991,8.871767381156538
1984,COLORADO,4.859061391004094,5.049058105609694,6.207242390440082,9.944973501942522
1984,CONNECTICUT,4.935244688304263,5.35670257724743,7.237102950442598,9.394006283738076
1984,DELAWARE,4.630273857016132,3.5089879042985883,6.271536278596446,9.66416994112722
1984,FLORIDA,5.189712110981692,5.67652065551798,6.422995683096899,9.266977437352164
1984,GEORGIA,5.059585889108731,5.256628806864638,5.768885072145458,8.769649285564896
1984,HAWAII,6.840858333389632,5.475799723635499,6.666052028017377,9.847203094696555
1984,IDAHO,4.493351751784713,5.5576677130229735,4.343837269799655,7.166205566199091
1984,ILLINOIS,4.678430294609037,4.262759157491258,6.631540605124142,8.47099141451051
1984,INDIANA,4.260448589379351,4.2340314836438075,6.225718523035706,8.619127197709275
1984,IOWA,4.377545972239916,4.772569866645249,4.343949084586685,7.41239570341794
1984,KANSAS,4.354504401638981,4.615747608338716,5.647255140565233,9.821030895807748
1984,KENTUCKY,4.0459448759609495,4.378748020566925,6.500602915750919,8.024855601496771
1984,LOUISIANA,1.4403218658852968,-0.3862505268651839,5.111004652576079,17.611384201544332
1984,MAINE,5.098896436815847,4.685174966556183,6.398447258832163,8.915049428764132
1984,MARYLAND,5.288847469132385,5.305398642527215,7.04861550191036,9.63040492098568
1984,MASSACHUSETTS,4.627066332340468,4.928949337409727,7.158874084845057,9.034645130609476
1984,MICHIGAN,4.014365274166187,3.82054318825793,7.1159655597737625,10.172205871906659
1984,MINNESOTA,4.3019353714514486,4.300704293411961,5.3455106421975485,7.325510605178431
1984,MISSISSIPPI,3.6039459606472146,3.303941480185313,5.80699636009494,8.76616402086372
1984,MISSOURI,4.747066902251973,4.6011932353522855,6.411977156247861,8.80532427984415
1984,MONTANA,3.3982405154739714,3.583874235484563,4.687601863288715,9.989093218889899
1984,NEBRASKA,4.990254904214186,5.149042274886151,4.441022501036107,7.919882024931524
1984,NEVADA,4.81922318963901,5.064542540301731,6.364289183110672,8.940232978508789
1984,NEW HAMPSHIRE,4.334703331479273,4.08509599292175,6.694982035428376,8.666262322466768
1984,NEW JERSEY,4.877349221311977,4.234895184925325,6.849947487599062,8.930241841324293
1984,NEW MEXICO,2.648684284791969,1.6254435356686692,5.681920165787124,16.01520399812195
1984,NEW YORK,4.856417890391729,5.932101293362013,7.003251475107142,9.064409411889507
1984,NORTH CAROLINA,4.684307627953421,7.006422044872784,6.939486036565867,8.235524063673516
1984,NORTH DAKOTA,3.5476358433480515,2.9219488044361697,3.972573733929763,13.179872759790157
1984,OHIO,4.018640434944376,3.4392567999665946,6.753184393764755,8.394626694287787
1984,OKLAHOMA,2.678911151573238,1.5554505658014195,5.491630706635764,14.12999971117921
1984,OREGON,4.5614640154332475,5.57836642687306,5.6093574964596105,8.166499108409475
1984,PENNSYLVANIA,4.3741359407758695,4.149308323551071,6.604062531468302,8.489541836953363
1984,RHODE ISLAND,4.664589475431424,4.893620971648671,6.758658976969056,8.813417405859214
1984,SOUTH CAROLINA,4.84636629187063,4.122365871508782,6.0358979022374415,8.719128183177949
1984,SOUTH DAKOTA,5.013031927213563,6.0091334400697916,3.6094048453598093,6.927934651528722
1984,TENNESSEE,4.504276762335979,3.988626101830106,5.927226517510853,8.713753219288645
1984,TEXAS,2.9718775269554243,1.9996706086824467,5.673046899796752,13.59017084793319
1984,UTAH,4.058484380858096,3.975477196883248,6.6959238638907514,9.087972938860256
1984,VERMONT,4.71491701820268,4.7243468141269895,6.319574085790491,8.463777974137932
1984,VIRGINIA,5.742699657731887,6.2672144281693765,7.61505175958157,9.332919722548727
1984,WASHINGTON,5.318716584523897,6.240828924849318,6.77737309406512,8.498493790231688
1984,WEST VIRGINIA,3.199438039200131,2.2093023680275437,6.376166762108837,9.082716662745982
1984,WISCONSIN,4.507281504480165,4.1559863495049365,5.652183292918722,8.356480744588012
1984,WYOMING,0.14802110556881853,-1.593560891170387,4.412318259886949,17.75685412397763
1988,ALABAMA,3.583284833455669,2.584083738377152,3.2336928205202398,2.784003429199733
1988,ALASKA,-1.6160870516543913,1.0288891733065686,-12.292443613195713,-1.0777754300953846
1988,ARIZONA,3.2265899364720685,3.1708893814133,4.057520060565012,3.3320471818399477
1988,ARKANSAS,3.212602171109924,2.5120305295970313,2.9997781390070255,2.009543359630661
1988,CALIFORNIA,3.2871634531662197,2.9338568879015314,3.5594894467584792,3.361943310086013
1988,COLORADO,2.846466920274815,2.979847276872083,2.8682322050519016,3.415309258725796
1988,CONNECTICUT,3.029759597839843,2.3861677443518747,3.9885677696859245,3.3074934464787153
1988,DELAWARE,3.7123308504874553,2.816115321766688,5.035688392820603,3.3499683443228623
1988,FLORIDA,3.36188064167251,3.5237976139327776,4.130645593872484,3.9301588966007106
1988,GEORGIA,3.5299844635794164,3.0732810937124544,3.9795816300420617,3.2837699145814803
1988,HAWAII,3.34986278497027,3.5475829665729375,4.727480686302932,4.714876203247131
1988,IDAHO,3.630068145700771,3.3523988057021725,3.367586995548999,1.346516870544412
1988,ILLINOIS,3.254679139990735,2.4341656616311047,3.7336489847139998,3.166617095550106
1988,INDIANA,3.407475179880559,2.148331911383883,3.747719023471574,2.037091778351785
1988,IOWA,3.0410441956882917,2.397289777002354,3.250458039252968,0.779429839493706
1988,KANSAS,3.0550171010794935,2.197782308670626,2.4264421210868026,1.8865377979386144
1988,KENTUCKY,3.0002211434511983,2.062248735129435,3.9736234070400167,2.09430202100529
1988,LOUISIANA,2.217330853485011,1.3864555039131865,-8.44853595286864,0.3474622799455984
1988,MAINE,3.683706436883849,3.5578435434970856,3.6925853603123837,3.278203335667196
1988,MARYLAND,3.6699836970230493,3.6105676431704703,4.058560174240933,3.992457463052923
1988,MASSACHUSETTS,3.043888028644104,2.6454891466944908,3.965682327282649,3.4095995008653235
1988,MICHIGAN,2.4675412704926902,2.3650297710511747,4.546819787838285,2.6167232665683438
1988,MINNESOTA,3.469905530085815,2.478712714345721,3.948285781369365,2.2042226514049412
1988,MISSISSIPPI,3.5234963773351557,1.521459555829896,2.6058915445537734,2.0150383445284525
1988,MISSOURI,3.1591780391878377,2.6452734988314353,4.095251638316144,2.9904468911902127
1988,MONTANA,3.7118317659016853,2.957171781110235,1.12840715859297,2.0058173318082906
1988,NEBRASKA,3.4695969865048193,2.482011900893677,3.100129925316608,0.9243319968592179
1988,NEVADA,4.649331582125016,4.404195738912531,4.073959211843037,4.23686525623872
1988,NEW HAMPSHIRE,2.8907420463943234,2.564272590929484,3.872509441972727,2.8666590662982605
1988,NEW JERSEY,3.8409018120293625,2.870584892750383,3.9555923991383413,3.8075942830596565
1988,NEW MEXICO,2.5565033140914295,2.659560157369123,-2.3130836705715474,1.526900713430579
1988,NEW YORK,3.1895779058938034,2.850091645354369,4.396092480396452,4.511323843296622
1988,NORTH CAROLINA,3.7349079847563527,3.216356189846392,4.4862717486129355,3.017339499329097
1988,NORTH DAKOTA,2.851523828206126,2.779044232089034,-1.6160532960505347,-0.45938802279547053
1988,OHIO,3.114835681063366,2.0375276944242016,3.930109182774344,2.5963225187128236
1988,OKLAHOMA,2.4371049399277256,1.8430606644677772,-2.0789835765192444,1.2050878617591687
1988,OREGON,3.6773354009829173,3.40607493577485,3.747355196492874,2.842150500673424
1988,PENNSYLVANIA,3.668018290903796,2.6595564808327143,4.006883221682056,3.1468219017803944
1988,RHODE ISLAND,3.165717616519159,3.086515014323443,3.898442730054019,3.5482535764798318
1988,SOUTH CAROLINA,3.469092817665631,2.806966290380708,3.632865286299891,3.050138774138045
1988,SOUTH DAKOTA,3.884746970935815,3.82564800407863,3.6395484349092344,0.4895943747645459
1988,TENNESSEE,3.3855451172754014,2.8654389698100857,3.7781978281240303,3.0093127586274138
1988,TEXAS,2.724174323346973,2.0736147113906034,-1.5496700728045765,1.8796391067848806
1988,UTAH,3.3861564224636043,2.6892501297858473,2.2907867699103024,2.8665313244102153
1988,VERMONT,3.1050365669841318,3.096123118250871,4.008579835202286,3.0716403498054934
1988,VIRGINIA,3.533332137968781,3.3846132190367584,4.23102858903428,4.0055269405813165
1988,WASHINGTON,3.408702304349487,2.8650370887829624,3.937104822431303,3.292988452020551
1988,WEST VIRGINIA,2.8352598368147186,2.1673666826397042,1.18510527200677,2.3173097298092804
1988,WISCONSIN,2.9747581936222067,2.405971368128146,3.7600237589171526,1.9846140724598893
1988,WYOMING,-0.3300538791650598,1.0345733290738623,-9.608305235211956,-0.8083972458635014
1992,ALABAMA,2.459957015527614,3.2941688489797283,3.0032840597222554,3.7415887083921406
1992,ALASKA,0.8248073881136797,-0.8404455552464496,7.553958875305522,5.9199919529175915
1992,ARIZONA,2.3029820805248624,3.43001493750017,3.22027694654774,3.6234057162695565
1992,ARKANSAS,2.216695208876507,2.849949590568057,3.046572383838031,4.008588580208716
1992,CALIFORNIA,2.3611415494732224,3.6300716389072063,3.936687363473834,3.7366775837934796
1992,COLORADO,2.367787415393585,3.4037887256130883,3.7401744134105686,3.8199378903450265
1992,CONNECTICUT,2.8163508755012723,3.8397714856383436,4.036480945315968,4.282188033164136
1992,DELAWARE,4.377362274665364,4.898499412974289,3.0958771627227044,4.345809030278347
1992,FLORIDA,2.520291027200905,3.753966397368691,3.7087614261134494,3.6942198324118047
1992,GEORGIA,2.489430958332095,3.708907844522691,3.2776230658202232,3.6116470690373825
1992,HAWAII,2.382029615049741,4.0613733995250145,3.410200702540145,3.646205878124942
1992,IDAHO,2.3379416772274286,2.5147008169058127,2.739795796994837,3.971388582070934
1992,ILLINOIS,2.162592899668825,3.507087299680256,3.5441447543818727,3.7068012391890726
1992,INDIANA,2.233287269038109,3.3930169215249384,3.0153455513460825,3.9830630487421192
1992,IOWA,1.9154523186796668,2.668425637284,3.025678732490489,4.00821921811485
1992,KANSAS,2.4243031954962024,3.0368813655837767,3.8409848215349873,3.7502885404793407
1992,KENTUCKY,2.4768513514444868,3.84349111275899,3.105686634927629,3.650014671298618
1992,LOUISIANA,1.179356605678139,1.109415379879386,6.557475118417733,5.286858969329145
1992,MAINE,2.764579218308838,3.5569118739522176,3.470372831548163,4.02843123254828
1992,MARYLAND,2.723974054184053,4.213309171621238,3.8200186982868534,3.851721867833624
1992,MASSACHUSETTS,2.8127411990895412,3.90676911244372,3.949335370582241,3.8079590190500667
1992,MICHIGAN,2.8461816419629526,4.1860290200411265,3.3693764587992225,3.8897383193786883
1992,MINNESOTA,2.218168130549203,3.2659451036223253,3.467202834457117,3.858993146245493
1992,MISSISSIPPI,2.1873366668848426,3.1584946440449624,3.735538479450251,3.734748073897798
1992,MISSOURI,2.564087189029096,3.805634116356882,3.29608901968792,3.7469828157514096
1992,MONTANA,2.278940051601719,2.226760786721349,3.0310335733006566,3.6803854790307344
1992,NEBRASKA,2.2414727677522173,2.3213196063134545,3.1877653205595102,3.9687851730845436
1992,NEVADA,2.2344798808142885,3.52080491496527,2.910575068657506,3.529502856598943
1992,NEW HAMPSHIRE,2.324090813065438,3.6077695916769903,3.695328741409165,3.8142199964182666
1992,NEW JERSEY,2.2737569377185185,3.788684001575482,3.7650200934020495,3.8652238019698304
1992,NEW MEXICO,1.7650395856627865,2.2625927300757187,4.265025745650486,4.023012860670749
1992,NEW YORK,3.0785143894354494,4.064325380693656,3.9262623336590474,3.8415533697904625
1992,NORTH CAROLINA,3.149275605699331,4.647930740606987,3.653733695862238,4.253441390191259
1992,NORTH DAKOTA,2.075745861820133,1.9160731991589852,3.776863466445901,3.9346797181242454
1992,OHIO,2.356243518208645,3.622640217435502,3.317362826346182,3.883622885040827
1992,OKLAHOMA,1.899930923512505,2.640481782271409,4.520350556771535,4.157580801568739
1992,OREGON,2.6784227424070606,3.3501946694521667,3.229417573311233,4.100988027789509
1992,PENNSYLVANIA,2.6871568417173197,3.7583150809781474,3.606635655050816,3.9906009771850437
1992,RHODE ISLAND,2.7674177924652987,4.080718085868207,3.9759161573058144,3.894848301945464
1992,SOUTH CAROLINA,2.300116088300097,3.4494880261349614,2.8834848145803837,3.608488415239308
1992,SOUTH DAKOTA,2.584986258884614,2.5750977152356747,2.893644849437882,3.8033094601948925
1992,TENNESSEE,2.353757029715231,3.8555812816211343,3.2733591532781103,3.7953025470362167
1992,TEXAS,1.8005434817348398,2.209301026073174,4.908714316055174,4.242072988808343
1992,UTAH,2.3541350173439834,3.2451518830064696,3.447652059316164,3.6693151784775724
1992,VERMONT,2.060558484161823,3.307426306905681,3.2251247592705923,3.6696654415771413
1992,VIRGINIA,3.198715662382967,4.594824357017546,3.63300676330347,3.870151068118144
1992,WASHINGTON,3.1170497792402108,3.8441426001838197,3.7807941760862107,3.8074081717869523
1992,WEST VIRGINIA,1.6870670008309219,2.7342834952366557,2.3207706412930573,3.2061373447531683
1992,WISCONSIN,2.198660190498347,3.1635460543761873,3.260765962371437,4.137776790410808
1992,WYOMING,0.07326942185585938,-1.0808184047740088,5.775363713757087,4.308270664266134
1996,ALABAMA,1.0563890077128102,2.8549240659191177,2.460433595316047,2.5191591199600794
1996,ALASKA,6.36097413484642,2.2649206551302203,0.834126148440828,2.7398060580313244
1996,ARIZONA,0.7947534540758694,1.7591745430670214,2.4811011206229194,2.7302573141825714
1996,ARKANSAS,1.5936372713319935,2.0391400460236575,2.2810981019268706,2.5467799731679674
1996,CALIFORNIA,1.6951290997023527,1.7995927130283418,2.2997614033904767,2.774812672506144
1996,COLORADO,1.9125066472486019,2.0389196424133393,2.259209011814889,2.795643622593369
1996,CONNECTICUT,2.1069912233635746,2.5396914777107593,2.714823117453169,3.1223112140333464
1996,DELAWARE,3.2419410441036467,3.8219190233895084,2.215124125740364,3.50826993097455
1996,FLORIDA,1.6772341975761718,2.2395346590769805,2.4582332498404247,3.037563230575624
1996,GEORGIA,1.3692123551322766,2.4198995779967314,2.1449782224841396,2.5690132949561573
1996,HAWAII,2.0400634904827353,2.2859949215083386,2.0338142613057775,3.395591750991356
1996,IDAHO,0.795353030297985,0.6859157836806906,2.072493505594508,2.994303992111469
1996,ILLINOIS,1.2193374893021858,1.957929355357746,2.325036678236514,2.3372575155208297
1996,INDIANA,1.1809416172557707,1.7737176384866826,2.3064106406216034,2.7605616662274235
1996,IOWA,1.9382993677786953,1.3538224445911684,2.155163788348302,2.370449708177924
1996,KANSAS,2.3496127824455204,1.9035459574535452,2.206396240567421,2.864465737876465
1996,KENTUCKY,1.3286856134854474,1.315257339548448,1.1904544562034935,2.177048917421831
1996,LOUISIANA,4.253712957751299,1.866687604670303,1.1407686797455519,3.1112044540949624
1996,MAINE,0.9080940742531629,3.4438072172431777,2.6165998694064774,2.973484265474524
1996,MARYLAND,1.8371022836009665,2.6308938031085027,2.411571952604641,3.2745726038589273
1996,MASSACHUSETTS,1.6813769791008681,2.243913881118198,2.2910244024858306,2.909535578073519
1996,MICHIGAN,1.706327788386397,1.7988312367182013,2.104083166164328,3.6923452012392666
1996,MINNESOTA,1.4384254734061797,2.38158410984024,2.4959564326061834,2.7595960777956563
1996,MISSISSIPPI,1.4483961545333601,1.5122546430509587,2.0948521556756416,3.0361191369006724
1996,MISSOURI,1.6984990312686632,2.0759962358137596,2.532216367857254,2.7992732837008205
1996,MONTANA,1.6976706847958045,2.088692525140079,2.4375822308431605,3.0129749101238446
1996,NEBRASKA,2.637199483779651,2.025626796693736,2.2897057855630454,2.635744538407625
1996,NEVADA,1.2876286814989868,3.017740132116975,2.834856632675087,2.4014286978317534
1996,NEW HAMPSHIRE,0.7126860240174615,1.5555269462997678,2.1428925145583477,2.667898191694751
1996,NEW JERSEY,1.1784852816997926,2.2715942374940568,2.45030582929997,3.0276092867842497
1996,NEW MEXICO,1.2284415182993724,-0.555948550826002,0.7559514005192502,2.103407873015284
1996,NEW YORK,2.2108151857244795,2.768137900860834,1.890570335170838,2.92968577736179
1996,NORTH CAROLINA,1.4250420424307686,1.7315943825036095,0.4694116717089303,2.1846739240506396
1996,NORTH DAKOTA,3.1494594974783796,1.86414215519215,1.9053100442045334,2.5530112217375
1996,OHIO,1.1294916187172266,1.9202995847948268,2.4409721356298375,2.688615518077242
1996,OKLAHOMA,2.633475051872458,1.7378989626945396,1.7508513068101417,2.790516069425708
1996,OREGON,0.2519785091147586,1.575194012997283,2.4433307715512775,3.409059317790808
1996,PENNSYLVANIA,1.1689951511166807,2.162488294705911,2.397508345404775,2.789154435914809
1996,RHODE ISLAND,1.7941669546689187,2.26601302336622,2.4280269641531183,2.8254607345749028
1996,SOUTH CAROLINA,0.9913039918050703,2.510832318806777,2.0345820146423943,2.3540558773309517
1996,SOUTH DAKOTA,2.6293190291637236,2.0453330590260554,2.0769638235338617,2.3479274913730697
1996,TENNESSEE,1.163534658687726,2.1347943189521157,2.454178451422373,2.6028923659451086
1996,TEXAS,2.548274338517942,1.5408378422131053,1.581180600444143,2.8750931782923983
1996,UTAH,1.2576197715795212,2.3477078694437603,1.7931437957189988,3.4232351690767437
1996,VERMONT,1.1507027606153075,1.2421414662259211,1.950354055529413,2.441322040087046
1996,VIRGINIA,1.8161504378161109,2.2905175256659582,1.4885635844828604,2.561872072119864
1996,WASHINGTON,1.6967192137280263,2.3696464596789646,2.257990644088781,3.3279028824771517
1996,WEST VIRGINIA,0.6633586517889922,1.841647862671869,2.083127219810943,1.8772668841610107
1996,WISCONSIN,1.2079456183366366,2.4028962177630397,2.417781608231717,2.29243892757105
1996,WYOMING,4.932216638560494,0.925057828835607,-0.13255395870968023,1.3994319413477507
2000,ALABAMA,2.076586530747848,1.3484381845959126,1.5898867733722621,1.2316030910900944
2000,ALASKA,11.58915708565087,3.404791925844197,-3.586606710882878,1.9983618145708704
2000,ARIZONA,1.0528616806841917,0.13528850514989976,-0.3386564317237606,1.1196333646225076
2000,ARKANSAS,1.9294564420782478,1.614796882136682,1.7965359590388141,0.6380182281066071
2000,CALIFORNIA,1.4155577249153284,0.9669381878859795,0.535085543829239,1.4638262035676863
2000,COLORADO,2.2167555814012863,1.5409517738143697,0.7854539063765431,1.7039832839173652
2000,CONNECTICUT,1.805191156547692,1.5989790887611877,2.0197119893399895,2.16983331435745
2000,DELAWARE,3.2930473670568894,1.1065743790428684,1.4256833371066868,4.618181194587834
2000,FLORIDA,2.4908222905491106,2.0084949524676876,1.7548146640272044,1.6011593030701432
2000,GEORGIA,2.2493833207997582,1.8597283880235294,1.8440574643519003,1.5082117742250878
2000,HAWAII,3.4424243822878786,2.790175861775146,2.3423414240385743,2.643437570492546
2000,IDAHO,-0.02852631463825528,0.6045808121527108,0.4186479026749401,0.04392244748328
2000,ILLINOIS,2.0689925790744246,1.5997813574198494,1.7302441500969046,1.6166450371717156
2000,INDIANA,1.5079376290841884,1.2974259007670907,2.0246767584561898,1.054814616473232
2000,IOWA,1.3724511071701917,1.540032327527019,1.6100534778669573,0.018904023385180047
2000,KANSAS,2.358423230941664,1.811908846543453,1.4802247430254711,1.0702983936187183
2000,KENTUCKY,1.8805029499604498,1.9623530231389852,1.6755193970620974,1.2053804307325278
2000,LOUISIANA,8.624509834482573,2.5230012304853444,-0.01917599167007289,2.257186433145475
2000,MAINE,2.469828483505321,1.9135143319204184,2.1720771001980888,1.2684620879890973
2000,MARYLAND,2.3500283972941682,2.024710753635217,1.7825599536147596,1.9763747982217916
2000,MASSACHUSETTS,1.0434311739596414,0.8534479390155614,0.9632563978288156,1.7415806352831131
2000,MICHIGAN,2.066449290390482,2.1842060706463107,1.9613247804186162,1.199764575056883
2000,MINNESOTA,2.045549442047867,1.4872960608901087,1.367738190060841,1.2080452261203467
2000,MISSISSIPPI,2.2955842222829315,1.8986289100597853,1.9329983916540172,1.3391901510787507
2000,MISSOURI,2.3302968895732468,1.8979922636910507,2.1188918175967464,1.356362743563877
2000,MONTANA,2.491048815498309,1.4776150744703065,1.3816503338546449,1.2318764591278786
2000,NEBRASKA,1.513231839094309,1.4338118031859137,1.6003975202211862,0.5497185090262757
2000,NEVADA,3.0068192445853237,2.664999849038696,2.6038994065510135,2.400098495734926
2000,NEW HAMPSHIRE,1.039644397042161,0.4425725915363943,-0.403186585188553,0.8613855083534627
2000,NEW JERSEY,2.0540376854369935,1.7092993584573835,2.100576652448849,1.9472226106442614
2000,NEW MEXICO,2.2479962611584803,-0.6058892897091384,-2.9703383542950768,0.16257935287129488
2000,NEW YORK,1.8219876849575822,1.1827281971885206,1.689606171813396,2.250007820645661
2000,NORTH CAROLINA,1.3981228073295604,1.677745057136204,1.940977696581525,1.4435149522851631
2000,NORTH DAKOTA,2.0371290075231308,1.0811713146884783,1.0121724996319914,0.10490570614274386
2000,OHIO,2.022654375013544,1.648083265277278,1.8282310897188125,1.307758643687773
2000,OKLAHOMA,4.202233743788875,1.9171505369112385,0.532786840797228,1.6003134323860024
2000,OREGON,0.4113109046470109,0.1371303316869854,-0.5409901591005628,0.1956993303781962
2000,PENNSYLVANIA,1.9802326933018088,1.5232253965250298,2.0461384562459495,1.6370118587436755
2000,RHODE ISLAND,2.008504601031591,1.7100537376692815,2.0416865759572023,2.0889327390875234
2000,SOUTH CAROLINA,1.7842167869114967,1.761088066088723,2.447413718586633,1.0593379082979526
2000,SOUTH DAKOTA,0.8374854810593524,0.3234479096122955,0.30157923462084124,-0.04583211028545975
2000,TENNESSEE,2.12927571786532,2.032503647383943,2.092034242764984,1.5566914822726208
2000,TEXAS,4.923356338097218,1.4420758068609985,-0.5301199378101917,1.9210806645361567
2000,UTAH,2.7753040154482767,1.7542661782159241,1.6134753104603883,1.8538526607197792
2000,VERMONT,1.2729269593448445,1.1790631607869084,0.8874674366084356,1.1347836754723284
2000,VIRGINIA,2.5514633528164854,2.346004150186398,2.0497155486648655,1.995687623763387
2000,WASHINGTON,2.548395441643292,2.2067059804370626,1.8521605831865573,1.57439843208651
2000,WEST VIRGINIA,2.0682475920599908,0.9802517552567336,1.6158642331898454,1.4114473917505421
2000,WISCONSIN,1.7754249929612609,1.771792310188225,2.1497130390694563,0.7769593387793705
2000,WYOMING,6.054425966832833,1.4171801634648817,-0.9941332103329814,1.3699673696372594
