year,state,houserep_votes_percent
1984,IOWA,46.92269006659267
1984,NEW YORK,53.02026937486368
1984,SOUTH DAKOTA,57.36507896351298
1984,IDAHO,40.69789545145961
1984,MONTANA,51.19029737634808
1984,NORTH CAROLINA,52.42396992634551
1984,CALIFORNIA,49.44864975555284
1984,OKLAHOMA,58.4942777661994
1984,PENNSYLVANIA,50.613078461551055
1984,MISSOURI,55.575348450054015
1984,DELAWARE,58.53246539222149
1984,WEST VIRGINIA,60.93524842802565
1984,OHIO,49.70704908197222
1984,TENNESSEE,55.219903008558965
1984,INDIANA,47.13695543834398
1984,ALABAMA,72.72617051121505
1984,ARKANSAS,78.98037146817161
1984,KENTUCKY,55.38998399862339
1984,MASSACHUSETTS,69.6846700969305
1984,WISCONSIN,50.00205713411692
1984,ILLINOIS,51.792616272239385
1984,OREGON,54.44160316730838
1984,KANSAS,44.52872247985532
1984,SOUTH CAROLINA,51.6072746574719
1984,CONNECTICUT,46.712446171767596
1984,HAWAII,84.8403510671261
1984,NEVADA,41.34453273253748
1984,WYOMING,24.909963007425674
1984,VERMONT,28.96561652710128
1984,TEXAS,57.624842014423805
1984,FLORIDA,51.10682902814281
1984,MINNESOTA,54.037863181509756
1984,MAINE,30.21181156587935
1984,NEBRASKA,25.79762919823067
1984,UTAH,34.95827128449901
1984,LOUISIANA,75.0
1984,NEW JERSEY,50.62910435035963
1984,RHODE ISLAND,50.079258439032664
1984,NEW HAMPSHIRE,32.217152223481456
1984,ALASKA,43.10488193393911
1984,COLORADO,35.866274148852426
1984,MARYLAND,64.05156199271795
1984,VIRGINIA,44.21088632091735
1984,NEW MEXICO,40.60824234397209
1984,GEORGIA,71.71646967928591
1984,ARIZONA,34.64827490493843
1984,MICHIGAN,54.2954382243628
1984,NORTH DAKOTA,78.69944190536036
1984,MISSISSIPPI,61.549294283324336
1984,WASHINGTON,55.49355279527307
2016,IOWA,45.32035703862898
2016,NEW YORK,66.24818681414831
2016,SOUTH DAKOTA,35.89721412103045
2016,IDAHO,31.832527081530944
2016,MONTANA,41.91504996163061
2016,NORTH CAROLINA,46.68119975067467
2016,CALIFORNIA,64.813848005462
2016,OKLAHOMA,28.081522549162123
2016,PENNSYLVANIA,45.88045265306857
2016,MISSOURI,39.41608657635049
2016,DELAWARE,57.54616796639194
2016,WEST VIRGINIA,33.52657192448907
2016,OHIO,41.831011893898506
2016,TENNESSEE,35.2776806485144
2016,INDIANA,42.18539278573976
2016,ALABAMA,33.727491676740264
2016,ARKANSAS,12.772637485919322
2016,KENTUCKY,29.28561554272868
2016,MASSACHUSETTS,83.86340296440277
2016,WISCONSIN,52.06991727273585
2016,ILLINOIS,53.9660351476544
2016,OREGON,58.41865572082413
2016,KANSAS,31.390735021618283
2016,SOUTH CAROLINA,39.46684613612807
2016,CONNECTICUT,62.15791839465971
2016,HAWAII,78.69422306048158
2016,NEVADA,50.497357925775454
2016,WYOMING,32.57872061197883
2016,TEXAS,39.3192330564036
2016,FLORIDA,45.70703363353168
2016,MINNESOTA,42.21355818459307
2016,MAINE,51.96082647693643
2016,NEBRASKA,28.39219342791019
2016,UTAH,33.393912582175645
2016,LOUISIANA,31.040769082562413
2016,NEW JERSEY,54.162475533345564
2016,RHODE ISLAND,65.10225549799243
2016,NEW HAMPSHIRE,51.567165094137195
2016,ALASKA,41.71968418718786
2016,COLORADO,49.51365553091217
2016,MARYLAND,62.97223402486561
2016,VIRGINIA,50.22169188069692
2016,NEW MEXICO,56.01290163783113
2016,GEORGIA,39.73688488441875
2016,ARIZONA,44.99672098638296
2016,MICHIGAN,49.443117586000035
2016,NORTH DAKOTA,25.568700553828926
2016,MISSISSIPPI,39.78894602133534
2016,WASHINGTON,55.273023064053724
1988,IOWA,48.88582942873007
1988,NEW YORK,56.06620727150442
1988,SOUTH DAKOTA,71.73694199720437
1988,IDAHO,49.357405826286744
1988,MONTANA,52.9403067217572
1988,NORTH CAROLINA,55.84350671370044
1988,CALIFORNIA,54.22735511349024
1988,OKLAHOMA,52.875958837598816
1988,PENNSYLVANIA,58.32554526992477
1988,MISSOURI,55.79945682254308
1988,DELAWARE,67.51664058469109
1988,WEST VIRGINIA,76.79073620376413
1988,OHIO,49.70593662861503
1988,TENNESSEE,61.14406564833525
1988,INDIANA,51.738477837768485
1988,ALABAMA,62.55890342610046
1988,ARKANSAS,58.28565109973082
1988,KENTUCKY,48.6293465459715
1988,MASSACHUSETTS,77.82331886554799
1988,WISCONSIN,50.934409307881765
1988,ILLINOIS,53.39717954696899
1988,OREGON,65.008975167887
1988,KANSAS,39.34886515425426
1988,SOUTH CAROLINA,55.56934997290543
1988,CONNECTICUT,49.38463643930459
1988,HAWAII,69.5488674523022
1988,NEVADA,52.579228282059816
1988,WYOMING,32.323861914374106
1988,VERMONT,31.420907068144484
1988,TEXAS,59.86641357089326
1988,FLORIDA,46.9688693805979
1988,MAINE,49.8182755649142
1988,NEBRASKA,35.02846241892407
1988,UTAH,43.268810121444695
1988,LOUISIANA,43.243559947659314
1988,NEW JERSEY,48.626083222805036
1988,RHODE ISLAND,35.87523082195635
1988,NEW HAMPSHIRE,41.20448925598201
1988,ALASKA,37.34543527504728
1988,COLORADO,49.17634241482294
1988,MARYLAND,60.02386955920112
1988,VIRGINIA,42.67950728312697
1988,NEW MEXICO,46.94760620560966
1988,GEORGIA,66.70073437948521
1988,ARIZONA,29.58059647439256
1988,MICHIGAN,53.1955944636545
1988,NORTH DAKOTA,71.56279245130581
1988,MISSISSIPPI,66.36059369770418
1988,WASHINGTON,57.09154762798704
2020,IOWA,47.00475861894605
2020,NEW YORK,63.66752688439111
2020,IDAHO,31.279194453421077
2020,MONTANA,43.6136450161178
2020,NORTH CAROLINA,50.275885409905115
2020,CALIFORNIA,66.27383922930247
2020,OKLAHOMA,31.300027764874933
2020,PENNSYLVANIA,49.36657979938067
2020,MISSOURI,40.47263974487218
2020,DELAWARE,58.89437265317912
2020,WEST VIRGINIA,32.437257856644564
2020,OHIO,42.975695723309094
2020,TENNESSEE,39.613736889026484
2020,INDIANA,40.730919817864866
2020,ALABAMA,30.06729977612836
2020,ARKANSAS,28.520795235559667
2020,KENTUCKY,35.03024460043736
2020,MASSACHUSETTS,78.02986990495654
2020,WISCONSIN,48.53274557243182
2020,ILLINOIS,58.12968088232033
2020,OREGON,57.07227618360437
2020,KANSAS,41.799909387948595
2020,SOUTH CAROLINA,43.25392059315127
2020,CONNECTICUT,60.183989803712045
2020,HAWAII,69.5643136847348
2020,NEVADA,51.21979939246687
2020,WYOMING,26.38679708927184
2020,VERMONT,71.36471073367657
2020,TEXAS,45.241604174664396
2020,FLORIDA,47.469728039802334
2020,MINNESOTA,42.67193812322723
2020,MAINE,57.95475609665676
2020,NEBRASKA,35.77693107943796
2020,UTAH,36.68154627044435
2020,LOUISIANA,34.68460177666306
2020,NEW JERSEY,57.94218624313269
2020,RHODE ISLAND,73.99143256100159
2020,NEW HAMPSHIRE,53.89678881162591
2020,ALASKA,45.41595877061895
2020,COLORADO,54.9194387204396
2020,MARYLAND,65.03949484679808
2020,VIRGINIA,52.398393252385326
2020,NEW MEXICO,54.86931240295407
2020,GEORGIA,49.00371353654204
2020,ARIZONA,49.85926457708684
2020,MICHIGAN,50.6656668691891
2020,MISSISSIPPI,34.288827752014505
2020,WASHINGTON,60.22854542909142
1992,IOWA,40.319665821020195
1992,NEW YORK,55.40580001455353
1992,SOUTH DAKOTA,72.02178778819516
1992,IDAHO,49.08087140143115
1992,MONTANA,51.79782394776254
1992,NORTH CAROLINA,51.57837034784836
1992,CALIFORNIA,55.512621125709835
1992,OKLAHOMA,60.25385096918752
1992,PENNSYLVANIA,56.114991893266115
1992,MISSOURI,55.057304465263854
1992,DELAWARE,43.41665958005346
1992,WEST VIRGINIA,78.10547656520927
1992,OHIO,50.50502984867831
1992,TENNESSEE,54.48220882441322
1992,INDIANA,54.70771067819071
1992,ALABAMA,58.20311408408508
1992,ARKANSAS,59.53959711913769
1992,KENTUCKY,53.073027465727584
1992,MASSACHUSETTS,63.93046934873967
1992,WISCONSIN,48.79550756991723
1992,ILLINOIS,56.08419651298738
1992,OREGON,59.859046068029755
1992,KANSAS,45.216569313938706
1992,SOUTH CAROLINA,46.537773010525775
1992,CONNECTICUT,41.78763107368435
1992,HAWAII,76.15724043675952
1992,NEVADA,53.44950345004779
1992,WYOMING,40.46941975953999
1992,VERMONT,20.405751969225133
1992,TEXAS,51.09314119020389
1992,FLORIDA,47.33560612718822
1992,MAINE,56.64263966667602
1992,NEBRASKA,39.86035830673894
1992,UTAH,47.774421265936624
1992,LOUISIANA,41.67874744182576
1992,NEW JERSEY,47.406807414819845
1992,RHODE ISLAND,50.8667924189347
1992,NEW HAMPSHIRE,53.93980948053424
1992,ALASKA,47.789494321444074
1992,COLORADO,47.7163430850605
1992,MARYLAND,52.93988971779296
1992,VIRGINIA,50.12921069526745
1992,NEW MEXICO,49.52528885982123
1992,GEORGIA,54.869298374777664
1992,ARIZONA,44.036059662846235
1992,MICHIGAN,50.76867840493194
1992,NORTH DAKOTA,59.03876671956473
1992,MISSISSIPPI,71.01937175440383
1992,WASHINGTON,57.557370502723195
2012,IOWA,51.530530551901
2012,NEW YORK,66.68265039531074
2012,SOUTH DAKOTA,42.55026575067302
2012,IDAHO,33.86331897820068
2012,MONTANA,44.512572571659426
2012,NORTH CAROLINA,50.93203481372161
2012,CALIFORNIA,62.00519764164454
2012,OKLAHOMA,32.38046837269057
2012,PENNSYLVANIA,50.758302553524885
2012,MISSOURI,43.34081776442624
2012,DELAWARE,65.82554188943612
2012,WEST VIRGINIA,40.087221721545355
2012,OHIO,47.93499129081524
2012,TENNESSEE,36.772180095333724
2012,INDIANA,45.806341944117705
2012,ALABAMA,35.986201184979464
2012,ARKANSAS,32.341109192761586
2012,KENTUCKY,39.98911422240858
2012,MASSACHUSETTS,74.88916508382492
2012,WISCONSIN,50.755529485319684
2012,ILLINOIS,55.41130804278282
2012,OREGON,57.994539233306405
2012,KANSAS,20.87644663134313
2012,SOUTH CAROLINA,41.03791256780362
2012,CONNECTICUT,64.32088367959342
2012,HAWAII,67.45128852011294
2012,NEVADA,49.784251039757336
2012,WYOMING,25.69936391027787
2012,VERMONT,75.54057137063043
2012,TEXAS,39.976040665820136
2012,FLORIDA,46.99318153420606
2012,MINNESOTA,41.81279858936505
2012,MAINE,61.66307053463457
2012,NEBRASKA,35.75839951327806
2012,UTAH,33.3588772472644
2012,LOUISIANA,23.910660044454296
2012,NEW JERSEY,55.64369325310904
2012,RHODE ISLAND,58.965040990357444
2012,NEW HAMPSHIRE,52.2441580174114
2012,ALASKA,30.9171845814863
2012,COLORADO,48.56914434638564
2012,MARYLAND,65.66562778984823
2012,VIRGINIA,49.03964009855582
2012,NEW MEXICO,55.15508362313804
2012,GEORGIA,40.779129105336466
2012,ARIZONA,45.557973249073804
2012,MICHIGAN,52.73151219684565
2012,MISSISSIPPI,36.89558963725737
2012,WASHINGTON,54.443818344750596
1996,IOWA,45.047912788072786
1996,NEW YORK,58.873552678635
1996,SOUTH DAKOTA,39.07530888409492
1996,IDAHO,40.02448739850345
1996,MONTANA,45.153962187994026
1996,NORTH CAROLINA,45.88356066427337
1996,CALIFORNIA,52.30404360118783
1996,OKLAHOMA,37.32017429027688
1996,PENNSYLVANIA,52.1753387205011
1996,MISSOURI,57.258959336531255
1996,DELAWARE,28.30297293642668
1996,WEST VIRGINIA,87.76092716246018
1996,OHIO,48.11670542615477
1996,TENNESSEE,49.0941535680558
1996,INDIANA,45.633619855047954
1996,ALABAMA,45.509517467188324
1996,ARKANSAS,46.446023024195014
1996,KENTUCKY,40.982336835814145
1996,MASSACHUSETTS,67.01085340689893
1996,WISCONSIN,47.456995442412286
1996,ILLINOIS,55.57219754110374
1996,OREGON,56.51202281397887
1996,KANSAS,41.823782390048514
1996,SOUTH CAROLINA,33.5752301782939
1996,CONNECTICUT,55.20811926729442
1996,HAWAII,59.06383030039917
1996,NEVADA,40.99168653123184
1996,WYOMING,42.49484454314721
1996,VERMONT,22.302084210723343
1996,TEXAS,45.30605519321609
1996,FLORIDA,43.55299658610817
1996,MINNESOTA,56.86712262082062
1996,MAINE,64.22558494835653
1996,NEBRASKA,31.234883475757794
1996,UTAH,40.625941386581744
1996,LOUISIANA,71.37920439096048
1996,NEW JERSEY,49.14315172129473
1996,RHODE ISLAND,69.0876200594375
1996,NEW HAMPSHIRE,47.264952518465044
1996,ALASKA,38.006144283494386
1996,COLORADO,41.73785346782916
1996,MARYLAND,53.49321249849739
1996,VIRGINIA,47.89742781363926
1996,NEW MEXICO,50.956860018229484
1996,GEORGIA,46.74546721197421
1996,ARIZONA,39.4282676201842
1996,MICHIGAN,53.67538566017201
1996,NORTH DAKOTA,56.02455544509645
1996,MISSISSIPPI,44.884899220463566
1996,WASHINGTON,52.53599496224005
2000,IOWA,42.56663923059432
2000,NEW YORK,57.71907499713457
2000,SOUTH DAKOTA,25.31350596630942
2000,IDAHO,29.967368421052633
2000,MONTANA,47.32840212362571
2000,NORTH CAROLINA,44.07020217796003
2000,CALIFORNIA,54.8733177318638
2000,OKLAHOMA,32.43772713051431
2000,PENNSYLVANIA,50.55642013679706
2000,MISSOURI,50.006514818571105
2000,DELAWARE,31.298311627228053
2000,WEST VIRGINIA,79.46022400024171
2000,OHIO,48.424100036983916
2000,TENNESSEE,45.22705738662591
2000,INDIANA,45.52502458541515
2000,ALABAMA,36.38205124171373
2000,ARKANSAS,56.183193072711546
2000,KENTUCKY,40.51095180025197
2000,MASSACHUSETTS,85.13922057245699
2000,WISCONSIN,47.527700612128214
2000,ILLINOIS,56.26428004714537
2000,OREGON,56.55713246075209
2000,KANSAS,33.35250646330954
2000,SOUTH CAROLINA,41.752943467545236
2000,CONNECTICUT,54.20752818378729
2000,HAWAII,66.62483296615984
2000,NEVADA,40.4597899707053
2000,WYOMING,29.94676175142973
2000,VERMONT,22.30062037521489
2000,TEXAS,48.836597014862875
2000,FLORIDA,40.933429056475276
2000,MAINE,67.50430880945878
2000,NEBRASKA,26.794355566790653
2000,UTAH,41.67052888460513
2000,LOUISIANA,32.49676540318617
2000,NEW JERSEY,52.53856625097294
2000,RHODE ISLAND,73.43221433853775
2000,NEW HAMPSHIRE,44.055105324535376
2000,ALASKA,19.2063801146321
2000,COLORADO,33.866754603002946
2000,MARYLAND,55.33652542196074
2000,VIRGINIA,48.369086556201346
2000,NEW MEXICO,52.25003398053177
2000,GEORGIA,37.99357065942952
2000,ARIZONA,39.491945143724465
2000,MICHIGAN,54.92657767571895
2000,NORTH DAKOTA,54.29596586501164
2000,MISSISSIPPI,51.410747067425866
2000,WASHINGTON,55.52635343792911
2004,IOWA,43.158408952561125
2004,NEW YORK,61.01078018464938
2004,SOUTH DAKOTA,53.751875032328144
2004,IDAHO,29.883338632417114
2004,MONTANA,33.72992156263175
2004,NORTH CAROLINA,48.92664653771834
2004,CALIFORNIA,55.29954678649527
2004,OKLAHOMA,30.776101172252627
2004,PENNSYLVANIA,49.13907833655476
2004,MISSOURI,45.47953605057273
2004,DELAWARE,30.059085454969377
2004,WEST VIRGINIA,57.8193247016444
2004,OHIO,48.68813211132807
2004,TENNESSEE,47.061675133848354
2004,INDIANA,41.96446460216206
2004,ALABAMA,39.61926802014673
2004,ARKANSAS,54.370005393887695
2004,KENTUCKY,37.17804162364832
2004,MASSACHUSETTS,82.55711012602882
2004,WISCONSIN,49.776638601912595
2004,ILLINOIS,54.07925167613412
2004,OREGON,55.54924519898928
2004,KANSAS,34.83818344850931
2004,SOUTH CAROLINA,34.75726379579994
2004,CONNECTICUT,55.50311122350303
2004,HAWAII,63.82324341318022
2004,NEVADA,44.24885008805722
2004,WYOMING,43.0808803253826
2004,VERMONT,22.598092856026263
2004,TEXAS,40.288770270990454
2004,FLORIDA,39.99414276998169
2004,MAINE,59.63311905813937
2004,NEBRASKA,30.932326108992616
2004,UTAH,40.999466005163086
2004,LOUISIANA,37.992684027535006
2004,NEW JERSEY,53.1921626017868
2004,RHODE ISLAND,71.2042378649563
2004,NEW HAMPSHIRE,38.075774396822666
2004,ALASKA,23.930215134325163
2004,COLORADO,50.08675881351787
2004,MARYLAND,59.39326773298198
2004,VIRGINIA,36.019987263294595
2004,NEW MEXICO,51.824075507772264
2004,GEORGIA,38.5339411204025
2004,ARIZONA,34.63683912453474
2004,MICHIGAN,49.4906344673583
2004,NORTH DAKOTA,59.562954049688884
2004,MISSISSIPPI,33.68979272931572
2004,WASHINGTON,59.48986112199935
2008,IOWA,52.099847636792454
2008,NEW YORK,68.99881151028437
2008,SOUTH DAKOTA,67.55574435300667
2008,IDAHO,40.765802523382085
2008,MONTANA,33.57665805340224
2008,NORTH CAROLINA,54.67709596595199
2008,CALIFORNIA,62.033673819359244
2008,OKLAHOMA,38.55731067937379
2008,PENNSYLVANIA,56.00717496552746
2008,MISSOURI,51.8341297283893
2008,DELAWARE,38.34645731150048
2008,WEST VIRGINIA,66.94540248584629
2008,OHIO,52.48505371014505
2008,TENNESSEE,55.01249528924605
2008,INDIANA,52.82152011378416
2008,ALABAMA,39.057180294355916
2008,ARKANSAS,65.87862585978898
2008,KENTUCKY,44.349393582231556
2008,MASSACHUSETTS,87.58068183191972
2008,WISCONSIN,52.04152832230528
2008,ILLINOIS,61.82539490977495
2008,OREGON,70.38770021690235
2008,KANSAS,40.51865631756256
2008,SOUTH CAROLINA,49.45746415724342
2008,CONNECTICUT,64.28945361523431
2008,HAWAII,79.49296390523136
2008,NEVADA,54.38665759667391
2008,WYOMING,44.85592558045731
2008,TEXAS,41.47664413992704
2008,FLORIDA,47.52778469627785
2008,MAINE,60.82275619947021
2008,NEBRASKA,34.161166265582324
2008,UTAH,43.86439235449682
2008,LOUISIANA,40.13721038455572
2008,NEW JERSEY,56.66944407639566
2008,RHODE ISLAND,71.88425420707645
2008,NEW HAMPSHIRE,55.32414113179045
2008,ALASKA,47.28373891787369
2008,COLORADO,55.973782513588844
2008,MARYLAND,68.7455451871216
2008,VIRGINIA,53.80576307363928
2008,NEW MEXICO,58.74125245111267
2008,GEORGIA,50.84195730412771
2008,ARIZONA,50.806580126262396
2008,MICHIGAN,54.34412460728756
2008,NORTH DAKOTA,61.974105393913334
2008,MISSISSIPPI,58.11966151365819
2008,WASHINGTON,59.198418370725584
1976,IOWA,57.39245311104495
1976,NEW YORK,58.56397961288191
1976,SOUTH DAKOTA,24.686317839619463
1976,IDAHO,47.35176524610493
1976,MONTANA,56.23439958866331
1976,NORTH CAROLINA,64.78231327401862
1976,CALIFORNIA,56.2724939991109
1976,OKLAHOMA,64.73556958979228
1976,PENNSYLVANIA,58.06100486674245
1976,MISSOURI,57.09357146819014
1976,DELAWARE,48.0696747666008
1976,WEST VIRGINIA,74.08868727018805
1976,OHIO,48.66401595780286
1976,TENNESSEE,63.11343622022617
1976,INDIANA,55.584477475373745
1976,ALABAMA,67.92638046805469
1976,ARKANSAS,77.5895333592958
1976,KENTUCKY,61.81884245830127
1976,MASSACHUSETTS,67.61148237064641
1976,WISCONSIN,61.00822797429252
1976,ILLINOIS,51.533966650166235
1976,OREGON,69.5335339564022
1976,KANSAS,39.00170160684939
1976,SOUTH CAROLINA,64.24187894278111
1976,CONNECTICUT,51.14330297528845
1976,HAWAII,70.3385428601983
1976,NEVADA,86.45632158095665
1976,WYOMING,56.444412252745806
1976,VERMONT,32.60153796165927
1976,TEXAS,64.96798427081927
1976,FLORIDA,54.569197055029875
1976,MINNESOTA,58.77108414671085
1976,MAINE,32.45327955028215
1976,NEBRASKA,35.36606010019493
1976,UTAH,51.46332281138687
1976,LOUISIANA,63.124367843994015
1976,NEW JERSEY,55.81744111383993
1976,RHODE ISLAND,70.48759245538093
1976,NEW HAMPSHIRE,53.812818509838934
1976,ALASKA,28.998609179415855
1976,COLORADO,45.85839333615699
1976,MARYLAND,62.505020418348394
1976,VIRGINIA,49.838456485010646
1976,NEW MEXICO,46.33136789800066
1976,GEORGIA,74.28410507142172
1976,ARIZONA,51.096556429315235
1976,MICHIGAN,55.80837636765348
1976,NORTH DAKOTA,36.547474244692076
1976,MISSISSIPPI,59.39335628924448
1976,WASHINGTON,58.27222553497375
1980,IOWA,51.32901733771694
1980,NEW YORK,51.36160364959359
1980,SOUTH DAKOTA,54.25833247262154
1980,IDAHO,43.85934059580537
1980,MONTANA,52.05750559016485
1980,NORTH CAROLINA,55.6340802601698
1980,CALIFORNIA,46.736111217389045
1980,OKLAHOMA,52.915228901103795
1980,PENNSYLVANIA,48.7426812114498
1980,MISSOURI,54.13421633984697
1980,DELAWARE,37.76787914576252
1980,WEST VIRGINIA,57.0090051207876
1980,OHIO,45.57528021224853
1980,TENNESSEE,51.75103222024025
1980,INDIANA,49.70323514587835
1980,ALABAMA,63.941418445636366
1980,ARKANSAS,20.99002626235547
1980,KENTUCKY,57.984174329356335
1980,MASSACHUSETTS,66.03076528673154
1980,WISCONSIN,50.387929211027284
1980,ILLINOIS,45.86816466487029
1980,OREGON,59.94997603779183
1980,KANSAS,43.76232525586231
1980,SOUTH CAROLINA,50.573306000606934
1980,CONNECTICUT,52.0621791300493
1980,HAWAII,92.36415053630871
1980,NEVADA,72.32969728829895
1980,WYOMING,31.430945379760637
1980,TEXAS,59.92098985913612
1980,FLORIDA,58.699665866269456
1980,MINNESOTA,47.85112047925449
1980,MAINE,26.874666125969455
1980,NEBRASKA,27.057275799483794
1980,UTAH,39.770234522314354
1980,LOUISIANA,66.09501072996366
1980,NEW JERSEY,49.01528110325163
1980,RHODE ISLAND,55.27963644546294
1980,NEW HAMPSHIRE,48.701822773690566
1980,ALASKA,25.92152508587049
1980,COLORADO,44.9373827871548
1980,MARYLAND,61.72059809828181
1980,VIRGINIA,32.593425044053866
1980,NEW MEXICO,48.4199173503695
1980,GEORGIA,71.86313864033293
1980,ARIZONA,47.600564530441304
1980,MICHIGAN,53.085507556195
1980,NORTH DAKOTA,57.16655675542
1980,MISSISSIPPI,58.41938149116757
1980,WASHINGTON,50.72397292924848
